Key,Prediction,Borough,Neighborhood
81_73.00,5.268414213,Queens,Astoria
47_520.00,5.262203995,Brooklyn,Ditmas Park
47_516.00,5.261390538,Brooklyn,Ditmas Park
47_421.00,5.260368118,Brooklyn,Bushwick
61_241.00,5.228078836,Manhattan,Washington Heights
47_2.00,5.217030641,Brooklyn,Bush Terminal / Industry City
47_292.00,5.215749429,Brooklyn,Bath Beach
47_56.02,5.211973343,Brooklyn,Bay Ridge
47_844.00,5.21069121,Brooklyn,Farragut
47_335.00,5.198173077,Brooklyn,Crown Heights South
61_229.00,5.197067348,Manhattan,Hamilton Heights
81_623.00,5.194897306,Queens,Glendale
47_367.00,5.190026432,Brooklyn,Broadway Junction
47_124.00,5.187620636,Brooklyn,Bay Ridge
61_39.00,5.182235758,Manhattan,Tribeca
47_84.00,5.154099153,Brooklyn,Sunset Park
61_317.01,5.153589872,Manhattan,Battery Park City
47_300.00,5.147406738,Brooklyn,Gravesend
47_944.01,5.138594458,Brooklyn,Canarsie
81_187.00,5.134060894,Queens,Sunnyside
61_205.00,5.129761313,Manhattan,Morningside Heights
61_255.00,5.114990834,Manhattan,Washington Heights
47_58.00,5.112304363,Brooklyn,Bay Ridge
47_78.00,5.109821231,Brooklyn,Sunset Park
47_74.00,5.099777615,Brooklyn,Sunset Park
81_659.00,5.094546531,Queens,Middle Village
81_972.02,5.080620564,Queens,Arverne
47_60.00,5.079089198,Brooklyn,Bay Ridge
61_168.00,5.073336217,Manhattan,Carnegie Hill
47_360.02,5.061927875,Brooklyn,Brighton Beach
47_914.00,5.043663951,Brooklyn,Brownsville
81_145.00,5.040207095,Queens,Astoria
61_24.00,5.033641068,Manhattan,East Village
81_553.00,5.032603007,Queens,Ridgewood
47_297.00,5.023527412,Brooklyn,Historic Bed-Stuy
47_904.00,5.022928231,Brooklyn,Brownsville
47_189.00,5.022169679,Brooklyn,Wallabout
47_162.00,5.021063875,Brooklyn,Bay Ridge
47_794.00,5.012415035,Brooklyn,Flatbush
47_796.00,5.004997228,Brooklyn,Prospect Lefferts Garden
47_279.00,5.004275273,Brooklyn,Bedford Stuyvesant  North / Tompkins Park North
61_137.00,4.998799588,Manhattan,Midtown
81_889.02,4.982784254,Queens,Flushing
61_253.00,4.970685722,Manhattan,Washington Heights
61_145.00,4.961372144,Manhattan,Lincoln Square
47_1110.00,4.926135189,Brooklyn,East New York
47_529.00,4.923409224,Brooklyn,South Williamsburg
47_886.00,4.915117426,Brooklyn,East Flatbush
81_45.00,4.90755365,Queens,Ravenswood / Queensbridge
47_403.00,4.899071446,Brooklyn,Bushwick
47_75.00,4.895755398,Brooklyn,Carroll Gardens
47_1166.00,4.891458995,Brooklyn,East New York
61_269.00,4.888500815,Manhattan,Washington Heights
81_407.00,4.880163596,Queens,Corona
47_52.01,4.877136603,Brooklyn,Bay Ridge
61_160.01,4.876454604,Manhattan,Carnegie Hill
81_493.01,4.875187553,Queens,Maspeth
61_15.01,4.867716424,Manhattan,Financial District
61_192.00,4.866704587,Manhattan,East Harlem
47_1120.00,4.864619202,Brooklyn,East New York
47_55.00,4.860746146,Brooklyn,Red Hook
47_401.00,4.858068301,Brooklyn,Bushwick
61_21.00,4.854173778,Manhattan,Tribeca
61_2.01,4.848492219,Manhattan,Two Bridges
61_174.01,4.838409663,Manhattan,Carnegie Hill
47_484.00,4.826225752,Brooklyn,Kennsington
81_559.00,4.823620048,Queens,Ridgewood
47_80.00,4.81687529,Brooklyn,Sunset Park
81_368.00,4.8142079,Queens,St. Albans
81_779.05,4.810640473,Queens,Briarwood
61_57.00,4.803845653,Manhattan,Greenwich Village
81_111.00,4.794443854,Queens,Steinway
47_1172.01,4.792798636,Brooklyn,Cypress Hills
81_867.00,4.791325736,Queens,Flushing
61_56.00,4.789545556,Manhattan,Flatiron
47_57.00,4.783474898,Brooklyn,Red Hook
61_112.01,4.783393711,Manhattan,Midtown
47_102.00,4.780746992,Brooklyn,Sunset Park
47_908.00,4.775567717,Brooklyn,Brownsville
47_393.00,4.774728591,Brooklyn,Bushwick
61_265.00,4.77462467,Manhattan,Washington Heights
47_147.00,4.764320954,Brooklyn,Greenwood
47_411.00,4.761668022,Brooklyn,Bushwick
47_389.00,4.748264052,Brooklyn,Bushwick
47_282.00,4.74470497,Brooklyn,Bath Beach
47_397.00,4.740405412,Brooklyn,Bushwick
81_779.04,4.727805354,Queens,Kew Gardens Hills
47_90.00,4.726940214,Brooklyn,Sunset Park
47_756.00,4.722336853,Brooklyn,Midwood
47_257.00,4.720667855,Brooklyn,Bedford Stuyvesant  North / Tompkins Park North
47_289.00,4.718925785,Brooklyn,Bedford Stuyvesant  North / Tompkins Park North
61_285.00,4.716489304,Manhattan,Inwood
81_697.01,4.704462634,Queens,Rego Park
47_492.00,4.703834318,Brooklyn,Kennsington
47_349.00,4.695014472,Brooklyn,Crown Heights South
47_110.00,4.684709497,Brooklyn,Sunset Park
61_261.00,4.675444351,Manhattan,Washington Heights
81_555.00,4.660558836,Queens,Ridgewood
47_194.00,4.65949581,Brooklyn,Dyker Heights
47_1168.00,4.657336481,Brooklyn,Cypress Hills
47_112.00,4.647463966,Brooklyn,Sunset Park
47_1196.00,4.645229067,Brooklyn,East New York
47_285.02,4.643110941,Brooklyn,Bedford Stuyvesant  North / Tompkins Park North
61_112.03,4.63660875,Manhattan,Midtown
47_365.01,4.619547926,Brooklyn,Ocean Hill
47_20.00,4.616832596,Brooklyn,Bush Terminal / Industry City
61_303.00,4.610414219,Manhattan,Inwood
81_83.00,4.606357138,Queens,Astoria
81_581.00,4.598330482,Queens,Ridgewood
47_263.00,4.597386905,Brooklyn,Bedford Stuyvesant  North / Tompkins Park North
81_248.00,4.595658617,Queens,Jamaica
47_228.00,4.592349348,Brooklyn,Borough Park
47_792.00,4.587009382,Brooklyn,Flatbush
47_253.00,4.5848153,Brooklyn,Bedford Stuyvesant  North / Tompkins Park North
47_802.00,4.583391341,Brooklyn,Prospect Lefferts Garden
47_333.00,4.570500888,Brooklyn,Crown Heights South
47_1058.00,4.56932655,Brooklyn,Starrett City
81_942.03,4.565428569,Queens,Rockaway Park / Seaside
47_362.00,4.56357183,Brooklyn,Brighton Beach
47_326.00,4.554365632,Brooklyn,Coney Island
81_273.00,4.549067245,Queens,Jackson Heights
47_432.00,4.548966356,Brooklyn,Bensonhurst
61_186.00,4.547272914,Manhattan,Central Harlem ( South of 125th)
81_252.00,4.528755031,Queens,Jamaica
47_804.00,4.528474611,Brooklyn,Prospect Lefferts Garden
81_271.00,4.517522727,Queens,Elmhurst
47_878.00,4.499609401,Brooklyn,Wingate
61_273.00,4.493808516,Manhattan,Washington Heights
81_587.00,4.488386477,Queens,Ridgewood
81_261.00,4.485063824,Queens,Woodside
81_22.00,4.481898647,Queens,Woodhaven
61_271.00,4.473517343,Manhattan,Washington Heights
81_601.00,4.471483004,Queens,Maspeth
47_610.01,4.463218165,Brooklyn,Brighton Beach
81_547.00,4.461544817,Queens,Ridgewood
47_371.00,4.452103211,Brooklyn,Ocean Hill
47_255.00,4.45145624,Brooklyn,Bedford Stuyvesant  North / Tompkins Park North
47_70.00,4.4451409,Brooklyn,Bay Ridge
47_369.00,4.441378891,Brooklyn,Ocean Hill
61_275.00,4.434889112,Manhattan,Washington Heights
